date,year,month,cell_ll_lat,cell_ll_lon,flag,geartype,hours,fishing_hours,mmsi_present
2023-01-01,2023,1,16.0,116.1,JPN,set_longlines,0.5025,0.0,1
2023-01-01,2023,1,16.0,116.2,JPN,set_longlines,0.1191,0.0,1
2023-01-01,2023,1,16.1,116.3,JPN,set_longlines,0.0947,0.0,1
2023-01-01,2023,1,16.2,116.3,JPN,set_longlines,0.4447,0.0,1
2023-01-01,2023,1,16.4,116.6,JPN,set_longlines,0.0913,0.0,1
2023-01-01,2023,1,16.6,119.6,JPN,tuna_purse_seines,0.5002,0.0,1
2023-01-01,2023,1,16.7,116.9,JPN,set_longlines,0.0883,0.0,1
2023-01-01,2023,1,16.8,119.7,JPN,tuna_purse_seines,0.4858,0.0,1
2023-01-01,2023,1,16.8,117.0,JPN,set_longlines,0.1688,0.0,1
2023-01-01,2023,1,16.9,117.1,JPN,set_longlines,0.1972,0.0,1
2023-01-01,2023,1,17.0,117.1,JPN,set_longlines,0.4675,0.0,1
2023-01-01,2023,1,17.1,117.3,JPN,set_longlines,0.163,0.0,1
2023-01-01,2023,1,17.2,119.9,JPN,tuna_purse_seines,0.0808,0.0,1
2023-01-01,2023,1,17.4,119.9,JPN,tuna_purse_seines,0.5191,0.0,1
2023-01-01,2023,1,17.5,117.6,JPN,set_longlines,0.475,0.0,1
2023-01-01,2023,1,17.5,119.9,JPN,tuna_purse_seines,0.1683,0.0,1
2023-01-01,2023,1,17.5,117.7,JPN,set_longlines,0.13,0.0,1
2023-01-01,2023,1,17.7,120.1,JPN,tuna_purse_seines,0.0538,0.0,1
2023-01-01,2023,1,17.8,120.1,JPN,tuna_purse_seines,0.5838,0.0,1
2023-01-01,2023,1,17.9,120.1,JPN,tuna_purse_seines,0.5294,0.0,1
2023-01-01,2023,1,18.0,120.1,JPN,tuna_purse_seines,0.0872,0.0,1
2023-01-01,2023,1,18.1,118.3,JPN,set_longlines,0.1608,0.0,1
2023-01-01,2023,1,18.2,118.4,JPN,set_longlines,0.1558,0.0,1
2023-01-01,2023,1,18.3,120.2,JPN,tuna_purse_seines,0.25,0.0,1
2023-01-01,2023,1,18.5,120.3,JPN,tuna_purse_seines,0.4683,0.0,1
2023-01-01,2023,1,18.6,120.3,JPN,tuna_purse_seines,0.438,0.0,1
2023-01-01,2023,1,18.8,118.9,JPN,set_longlines,0.3508,0.0,1
2023-01-01,2023,1,18.9,119.1,JPN,set_longlines,0.2808,0.0,1
2023-01-01,2023,1,18.9,119.0,JPN,set_longlines,0.3477,0.0,1
2023-01-01,2023,1,18.9,120.5,JPN,tuna_purse_seines,0.6222,0.0,1
2023-01-01,2023,1,19.0,119.1,JPN,set_longlines,0.3497,0.0,1
2023-01-01,2023,1,19.2,119.3,JPN,set_longlines,0.3169,0.0,1
2023-01-01,2023,1,19.5,120.8,JPN,tuna_purse_seines,1.8294,0.0,1
2023-01-01,2023,1,19.6,119.8,JPN,set_longlines,0.2502,0.0,1
2023-01-01,2023,1,19.9,120.1,JPN,set_longlines,0.4736,0.0,1
2023-01-01,2023,1,19.9,121.0,JPN,tuna_purse_seines,0.0083,0.0,1
2023-01-01,2023,1,19.9,121.1,JPN,tuna_purse_seines,0.5086,0.0,1
2023-01-01,2023,1,20.2,120.5,JPN,set_longlines,0.2502,0.0,1
2023-01-01,2023,1,20.3,121.3,JPN,tuna_purse_seines,0.5027,0.0,1
2023-01-01,2023,1,20.3,127.2,JPN,fishing,0.4255,0.0,1
2023-01-01,2023,1,20.4,121.4,JPN,tuna_purse_seines,0.3811,0.0,1
2023-01-01,2023,1,20.6,121.0,JPN,set_longlines,0.2513,0.0,1
2023-01-01,2023,1,21.1,121.5,JPN,set_longlines,0.3252,0.0,1
2023-01-01,2023,1,21.2,121.6,JPN,set_longlines,0.1999,0.0,1
2023-01-01,2023,1,21.4,121.9,JPN,set_longlines,0.3325,0.0,1
2023-01-01,2023,1,5.1,125.6,KOR,drifting_longlines,0.5024,0.0,1
2023-01-01,2023,1,5.3,125.8,KOR,drifting_longlines,1.5697,0.0,1
2023-01-01,2023,1,5.4,126.0,KOR,drifting_longlines,0.5197,0.0,1
2023-01-01,2023,1,5.6,126.1,KOR,drifting_longlines,1.2425,0.0,1
2023-01-01,2023,1,5.8,126.5,KOR,drifting_longlines,0.7377,0.0,1
2023-01-01,2023,1,6.2,127.4,KOR,drifting_longlines,0.7558,0.0,1
2023-01-01,2023,1,16.2,116.0,KOR,tuna_purse_seines,0.4166,0.0,1
2023-01-01,2023,1,16.5,116.3,KOR,tuna_purse_seines,0.4102,0.0,1
2023-01-01,2023,1,16.6,116.3,KOR,tuna_purse_seines,0.1616,0.0,1
2023-01-01,2023,1,16.8,116.6,KOR,tuna_purse_seines,0.0797,0.0,1
2023-01-01,2023,1,17.2,116.9,KOR,tuna_purse_seines,0.2802,0.0,1
2023-01-01,2023,1,17.4,117.1,KOR,tuna_purse_seines,0.6102,0.0,1
2023-01-01,2023,1,17.9,117.6,KOR,tuna_purse_seines,0.118,0.0,1
2023-01-01,2023,1,18.0,117.7,KOR,tuna_purse_seines,0.0416,0.0,1
2023-01-01,2023,1,18.4,118.0,KOR,tuna_purse_seines,0.4883,0.0,1
2023-01-01,2023,1,18.7,118.2,KOR,tuna_purse_seines,0.2475,0.0,1
2023-01-01,2023,1,19.1,118.6,KOR,tuna_purse_seines,0.4638,0.0,1
2023-01-01,2023,1,19.3,118.7,KOR,tuna_purse_seines,0.0252,0.0,1
2023-01-01,2023,1,19.8,119.2,KOR,tuna_purse_seines,0.2972,0.0,1
2023-01-01,2023,1,20.0,119.4,KOR,tuna_purse_seines,0.1925,0.0,1
2023-01-01,2023,1,20.1,119.6,KOR,tuna_purse_seines,0.0758,0.0,1
2023-01-01,2023,1,20.5,119.9,KOR,tuna_purse_seines,0.4113,0.0,1
2023-01-01,2023,1,20.6,120.0,KOR,tuna_purse_seines,0.3247,0.0,1
2023-01-01,2023,1,20.8,120.2,KOR,tuna_purse_seines,0.255,0.0,1
2023-01-01,2023,1,20.9,120.3,KOR,tuna_purse_seines,0.2513,0.0,1
2023-01-01,2023,1,21.0,120.3,KOR,tuna_purse_seines,0.2516,0.0,1
2023-01-01,2023,1,21.1,120.4,KOR,tuna_purse_seines,0.2608,0.0,1
2023-01-01,2023,1,21.2,120.5,KOR,tuna_purse_seines,0.2516,0.0,1
2023-01-01,2023,1,21.4,120.7,KOR,tuna_purse_seines,0.2516,0.0,1
2023-01-01,2023,1,21.5,120.8,KOR,tuna_purse_seines,0.2513,0.0,1
2023-01-01,2023,1,4.6,118.3,MYS,trawlers,2.0019,2.0019,1
2023-01-01,2023,1,4.7,118.3,MYS,trawlers,36.7888,27.0388,1
2023-01-01,2023,1,4.8,118.6,MYS,trawlers,4.3005,2.25,1
2023-01-01,2023,1,4.8,118.4,MYS,trawlers,12.6297,12.6297,1
2023-01-01,2023,1,6.1,126.1,TWN,drifting_longlines,1.3419,0.0,1
2023-01-01,2023,1,6.2,126.2,TWN,drifting_longlines,0.8486,0.0,1
2023-01-01,2023,1,6.2,126.0,TWN,drifting_longlines,5.1972,0.0,2
2023-01-01,2023,1,6.2,126.4,TWN,drifting_longlines,13.8233,0.0,3
2023-01-01,2023,1,6.9,127.3,TWN,drifting_longlines,9.6969,0.0,1
2023-01-01,2023,1,7.0,125.5,TWN,drifting_longlines,38.4097,0.0,3
2023-01-01,2023,1,7.4,127.0,TWN,drifting_longlines,3.5041,0.0,2
2023-01-01,2023,1,7.9,127.3,TWN,drifting_longlines,1.2888,0.0,2
2023-01-01,2023,1,8.2,127.4,TWN,drifting_longlines,1.2611,0.0,2
2023-01-01,2023,1,8.4,127.4,TWN,drifting_longlines,1.593,0.0,2
2023-01-01,2023,1,8.7,127.4,TWN,drifting_longlines,2.6574,0.0,1
2023-01-01,2023,1,9.0,127.4,TWN,drifting_longlines,0.5152,0.0,1
2023-01-01,2023,1,9.3,127.4,TWN,drifting_longlines,4.2444,0.0,2
2023-01-01,2023,1,9.8,127.3,TWN,drifting_longlines,3.1941,0.0,1
2023-01-01,2023,1,10.0,127.4,TWN,drifting_longlines,2.1988,2.1988,1
2023-01-01,2023,1,12.6,127.2,TWN,drifting_longlines,1.6177,0.0,1
2023-01-01,2023,1,13.0,127.2,TWN,drifting_longlines,0.253,0.0,1
2023-01-01,2023,1,13.2,127.1,TWN,drifting_longlines,22.9069,0.0,2
2023-01-01,2023,1,14.4,120.3,TWN,drifting_longlines,0.8336,0.0,1
